,Unnamed: 0,id,conversation_id,created_at,date,timezone,place,tweet,language,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,urls,photos,video,thumbnail,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest,label
294,69,1506161329203462149,1506161329203462149,1647931818000.0,2022-03-22 13:50:18,700,,การพัฒนาประเทศ การทำให้ประเทศหน้าอยู่ ต้องยกให้ลุงตู่เลย❤️❤️น่าชื่นชม #ลุงตู่ #รัฐบาล  https://t.co/fQvC2usC7t,th,"['ลุงตู่', 'รัฐบาล']",[],1480171566893654020,1480171566893654020,mmsamphant,เด็กเลี้ยงแกะ,2,13,https://twitter.com/mmsamphant/status/1506161329203462149,[],['https://pbs.twimg.com/media/FOb1vkZaUAYuENW.jpg'],1,https://pbs.twimg.com/media/FOb1vkZaUAYuENW.jpg,False,52,1,21,,#ลุงตู่,,,,,,,[],,,,,politics
295,70,1506160367084650499,1506160367084650499,1647931589000.0,2022-03-22 13:46:29,700,,5 มาตรการช่วยประชาชนช่วงวิกฤตพลังงาน  บัตรสวัสดิการ - ร้านค้าคนละครึ่งย้ำตรึงราคาดีเซลให้นานที่สุด  #ลุงตู่  #รัฐบาล  https://t.co/bA1WtyBChC,th,"['ลุงตู่', 'รัฐบาล']",[],1480171566893654020,1480171566893654020,mmsamphant,เด็กเลี้ยงแกะ,2,13,https://twitter.com/mmsamphant/status/1506160367084650499,[],['https://pbs.twimg.com/media/FOb03ktaMAQt0P5.jpg'],1,https://pbs.twimg.com/media/FOb03ktaMAQt0P5.jpg,False,13,0,7,,#ลุงตู่,,,,,,,[],,,,,politics
296,71,1505896824162615296,1505896824162615296,1647868755000.0,2022-03-21 20:19:15,700,,สุขสันต์ วันเกิด นายกลุงตู่ครับ มีความสุข สุขภาพแข็งแรง เป็นที่รักของประชาชน สุดยอดนายกรัฐมนตรีของประเทศไทยครับ #วันเกิด  #ลุงตู่ #อวยพรวันเกิด #HBD  https://t.co/k5kIpr1qrM,th,"['วันเกิด', 'ลุงตู่', 'อวยพรวันเกิด', 'hbd']",[],610437361,610437361,JeNamwarn,✨⭐ หมวดตู่ ⭐✨,1,20,https://twitter.com/JeNamwarn/status/1505896824162615296,[],['https://pbs.twimg.com/media/FOYFLYJakAM1TrT.jpg'],1,https://pbs.twimg.com/media/FOYFLYJakAM1TrT.jpg,False,20,0,6,,#ลุงตู่,,,,,,,[],,,,,politics
297,72,1505876839113191435,1505876839113191435,1647863990000.0,2022-03-21 18:59:50,700,,วันนี้ 21 มีนาคม วันเกิด #ลุงตู่ #ประยุทธ์ นายกไทย ครองประเทศนาน 8 ปี #พรรคก้าวไกล ขอส่งคำอวยพร    พิธา ลิ้มเจริญรัตน์ - หัวหน้าพรรคก้าวไกล 24 มิถุนายม 2564  https://t.co/eRvXWhKA87,th,"['ลุงตู่', 'ประยุทธ์', 'พรรคก้าวไกล']",[],1429136179790684165,1429136179790684165,BenjaminPunson,เบญจมินทร์ ปันสน - Benjamin Punson,1,18,https://twitter.com/BenjaminPunson/status/1505876839113191435,[],[],1,https://pbs.twimg.com/ext_tw_video_thumb/1505876802706632710/pu/img/x6ZJ0dwS52UgUlr-.jpg,False,51,1,29,,#ลุงตู่,,,,,,,[],,,,,politics
298,73,1505859598527643648,1505859598527643648,1647859880000.0,2022-03-21 17:51:20,700,,"นายก #ลุงตู่ ปลื้มมาตรการจัดเก็บภาษี e-sravice จากแพล็ตฟอร์มต่างชาติ 5 เดือน สร้างรายได้เข้าประเทศกว่า 3 พัน ล้านบาท คาดทั้งปีอาจสูงถึง10,000 ล้านบาท ส่วนยอดใช้จ่ายมารตการของรัฐ พุ่งกว่า 6.1 หมื่นล้านบาทแล้ว #ผู้นำดีประเทศพ้นภัย  https://t.co/RqLp73JJRO",th,"['ลุงตู่', 'ผู้นำดีประเทศพ้นภัย']",[],1389742727504400386,1389742727504400386,GiJOE2538,TH💛 นารูโตะเป็นI.O😂😂 #อนุชนรักชาติศาสน์กษัตริย์,1,17,https://twitter.com/GiJOE2538/status/1505859598527643648,[],['https://pbs.twimg.com/media/FOXjUrUacAITtnh.jpg'],1,https://pbs.twimg.com/media/FOXjUrUacAITtnh.jpg,False,49,0,15,,#ลุงตู่,,,,,,,[],,,,,politics
299,74,1505854398790258689,1505733920859439105,1647858640000.0,2022-03-21 17:30:40,700,,@ttraisuree สุขภาพแข็งแรง  นะครับ #ลุงตู่  https://t.co/7qXsTgblAe,th,['ลุงตู่'],[],1389742727504400386,1389742727504400386,GiJOE2538,TH💛 นารูโตะเป็นI.O😂😂 #อนุชนรักชาติศาสน์กษัตริย์,1,17,https://twitter.com/GiJOE2538/status/1505854398790258689,[],['https://pbs.twimg.com/media/FOXel4_aUAE3Yll.jpg'],1,https://pbs.twimg.com/media/FOXel4_aUAE3Yll.jpg,False,11,0,2,,#ลุงตู่,,,,,,,"[{'screen_name': 'ttraisuree', 'name': 'กวาง ไตรศุลี ไตรสรณกุล', 'id': '1179394946039631872'}]",,,,,politics
300,75,1505831401756631048,1505806963380084744,1647853157000.0,2022-03-21 15:59:17,700,,@CasterGTroy1 #ลุงตู่ #สู้ชีวิต กับยุคจัญไรนี้มากเลย หัวใจลุงทำด้วยอะไรนิ  https://t.co/703mYsWFws,th,"['ลุงตู่', 'สู้ชีวิต']",[],1402807043379978240,1402807043379978240,taxisiam,Taxi-Thailand💕🇹🇭,1,15,https://twitter.com/taxisiam/status/1505831401756631048,[],['https://pbs.twimg.com/media/FOXJrekVgAQZ9VH.jpg'],1,https://pbs.twimg.com/media/FOXJrekVgAQZ9VH.jpg,False,23,0,1,,#ลุงตู่,,,,,,,"[{'screen_name': 'CasterGTroy1', 'name': 'Caster-G-Troy', 'id': '1269106344528736256'}]",,,,,politics
301,76,1505814332177002499,1505814332177002499,1647849088000.0,2022-03-21 14:51:28,700,,"เปิดรายละเอียดงบปี 66 ‘กลาโหม’ลด 2%-กษ.เพิ่ม 1.6 หมื่นล. ค่าใช้จ่ายบุคลากรรัฐเกือบ 40% รัฐบาล พล.อ.ประยุทธ์ จันทร์โอชา จัดสรรงบรายจ่ายที่ตั้งไว้ในงบกลาง เช่น ค่ารักษาพยาบาล บำเหน็จบำนาญ เงินช่วยเหลือ เงินเลื่อนเงินเดือน และเงินสมทบ รวมแล้ว 1,261,699.1 ล้านบาท  #ลุงตู่  https://t.co/4BFy9QDjbh",th,['ลุงตู่'],[],1389742727504400386,1389742727504400386,GiJOE2538,TH💛 นารูโตะเป็นI.O😂😂 #อนุชนรักชาติศาสน์กษัตริย์,1,14,https://twitter.com/GiJOE2538/status/1505814332177002499,[],['https://pbs.twimg.com/media/FOW6J5PakAAH0z2.jpg'],1,https://pbs.twimg.com/media/FOW6J5PakAAH0z2.jpg,False,20,1,5,,#ลุงตู่,,,,,,,[],,,,,politics
302,77,1505802823316897796,1505802823316897796,1647846344000.0,2022-03-21 14:05:44,700,,ความภูมิใจของคนไทย 🇹🇭  นายกฯลุงตู่ยินดี กรุงเทพคว้าอันดับ 1 Best City 🎉  #ลุงตู่ #สู้ไปกับลุงเพื่อประเทศไทย 🇹🇭  https://t.co/633Cm2KA3p,th,"['ลุงตู่', 'สู้ไปกับลุงเพื่อประเทศไทย']",[],1389926423868018691,1389926423868018691,fuckkinged,ธำรงความเป็นไท,1,14,https://twitter.com/fuckkinged/status/1505802823316897796,[],['https://pbs.twimg.com/media/FOWvr_SUcAIV0dn.jpg'],1,https://pbs.twimg.com/media/FOWvr_SUcAIV0dn.jpg,False,17,0,11,,#ลุงตู่,,,,,,,[],,,,,politics
303,78,1505787135311618052,1505787135311618052,1647842603000.0,2022-03-21 13:03:23,700,,สุขสันต์ วันเกิด  ขอให้ชนะหมู่มารครับ #วันเกิด #ลุงตู่  https://t.co/EtMdSTyscx,th,"['วันเกิด', 'ลุงตู่']",[],1324910430951596032,1324910430951596032,URZVJmazLsE7dT8,เกียรติชัย33,1,13,https://twitter.com/URZVJmazLsE7dT8/status/1505787135311618052,[],['https://pbs.twimg.com/media/FOWhalHaUAA1vP0.jpg'],1,https://pbs.twimg.com/media/FOWhalHaUAA1vP0.jpg,False,7,0,3,,#ลุงตู่,,,,,,,[],,,,,politics
304,79,1505783622057414656,1505783622057414656,1647841766000.0,2022-03-21 12:49:26,700,,พวกเรารัก #ลุงตู่ ค่ะ💖🥰 สุขสันต์วันเกิดนะคะลุง ขอให้ #ลุงตู่  มีความสุขมากๆ สุขภาพแข็งแรง และทำดีแบบนี้ตลอดไปนะคะ🙏🙏💖💖 @prayutofficial  https://t.co/dN5h6HFtBx,th,"['ลุงตู่', 'ลุงตู่']",[],1135887200,1135887200,Kea_New,K. Sakhulhong 💛🇹🇭💛,1,12,https://twitter.com/Kea_New/status/1505783622057414656,[],['https://pbs.twimg.com/media/FOWeKrHVUAMPgGC.jpg'],1,https://pbs.twimg.com/media/FOWeKrHVUAMPgGC.jpg,False,25,5,6,https://twitter.com/GiJOE2538/status/1505704951313747968,#ลุงตู่,,,,,,,[],,,,,politics
305,80,1505740412073701377,1505740412073701377,1647831464000.0,2022-03-21 09:57:44,700,,HBD ครับ #ลุงตู่  🎂🎂 จะนั่งนอนยืนเดินไม่เขินขัด ไม่มีใครคอยวัดว่าดีไหม ไม่มีเรื่องยั่วเย้าให้เมาใจ จึงเย็นได้กายใจไม่ขึ้นลง  https://t.co/ka8nWos3mV,th,['ลุงตู่'],[],75972047,75972047,motorwars,poneร์ poyepoloyeร์ร์ร์ร์ร์ 🇹🇭,1,9,https://twitter.com/motorwars/status/1505740412073701377,[],['https://pbs.twimg.com/media/FOV27DPaMAQZ2G9.jpg'],1,https://pbs.twimg.com/media/FOV27DPaMAQZ2G9.jpg,False,51,0,13,,#ลุงตู่,,,,,,,[],,,,,politics
306,81,1505739120051580931,1505739120051580931,1647831156000.0,2022-03-21 09:52:36,700,,"เนื่องในวันนี้  เป็นวันคล้ายวันกิดของ ท่านนายกลุงตู่ ของพี่น้องประชาชน  ""พลเอกประยุทธ์  จันทร์โอชา"" ขอให้ท่านมีความสุขมากๆ  และสุขภาพแข็งแรงมากๆ  เป็นนายกของพี่น้องไทยไปนานๆ  ครับ🇹🇭✌🇹🇭 #ประยุทธ์  #ลุงตู่  https://t.co/nPWCKc3rvE",th,"['ประยุทธ์', 'ลุงตู่']",[],1389926423868018691,1389926423868018691,fuckkinged,ธำรงความเป็นไท,1,9,https://twitter.com/fuckkinged/status/1505739120051580931,[],['https://pbs.twimg.com/media/FOV1v-WUYAAZShR.jpg'],1,https://pbs.twimg.com/media/FOV1v-WUYAAZShR.jpg,False,50,4,26,,#ลุงตู่,,,,,,,[],,,,,politics
307,82,1505704951313747968,1505704951313747968,1647823009000.0,2022-03-21 07:36:49,700,,วันคล้ายวันเกิด #ลุงตู่  ในปีนี้ ขอให้ลุง @prayutofficial มีความสุขมากๆ สุขภาพเแข็งแรง อยู่ช่วยประเทศอีกซัก10นะครับ #ทีมลุงตู่  https://t.co/L7CEyGwc4h,th,"['ลุงตู่', 'ทีมลุงตู่']",[],1389742727504400386,1389742727504400386,GiJOE2538,TH💛 นารูโตะเป็นI.O😂😂 #อนุชนรักชาติศาสน์กษัตริย์,1,7,https://twitter.com/GiJOE2538/status/1505704951313747968,[],['https://pbs.twimg.com/media/FOVWrDDakAU2t8L.jpg'],1,https://pbs.twimg.com/media/FOVWrDDakAU2t8L.jpg,False,436,31,121,,#ลุงตู่,,,,,,,[],,,,,politics
308,83,1505693940762431491,1505693940762431491,1647820384000.0,2022-03-21 06:53:04,700,,HAPPY Birthday 68 ปี นายกฯลุงตู่ สานต่อภารกิจเพื่อประเทศชาติและประชาชน  #ลุงตู่  #ลุงตู่ตูน  https://t.co/azyehO46MD,th,"['ลุงตู่', 'ลุงตู่ตูน']",[],1311185429756964864,1311185429756964864,superLungtoo20,ลุงตู่ตูน,1,6,https://twitter.com/superLungtoo20/status/1505693940762431491,[],['https://pbs.twimg.com/media/FOVMp6xacAIq8iv.jpg'],1,https://pbs.twimg.com/media/FOVMp6xacAIq8iv.jpg,False,220,10,64,,#ลุงตู่,,,,,,,[],,,,,politics
309,84,1505507156078247941,1505507156078247941,1647775851000.0,2022-03-20 18:30:51,700,,ลุงจะพัฒนาไปถึงใหนค่ะ #ลุงตู่  https://t.co/5xqyCZGv3c,th,['ลุงตู่'],[],1472085606964477952,1472085606964477952,jamroj2000,รักนะ,7,18,https://twitter.com/jamroj2000/status/1505507156078247941,[],"['https://pbs.twimg.com/media/FOSiwnFaQAMO4yC.jpg', 'https://pbs.twimg.com/media/FOSixKSaAAgXiCc.jpg', 'https://pbs.twimg.com/media/FOSixaracAY3rWk.jpg', 'https://pbs.twimg.com/media/FOSixmGaQAAtM8P.jpg']",1,https://pbs.twimg.com/media/FOSiwnFaQAMO4yC.jpg,False,32,0,15,,#ลุงตู่,,,,,,,[],,,,,politics
310,85,1505352758895210497,1505352758895210497,1647739040000.0,2022-03-20 08:17:20,700,,ส่งกำลังใจให้ลุง #ลุงตู่ #ทีมลุงตู่ ค่ะ,th,"['ลุงตู่', 'ทีมลุงตู่']",[],1472085606964477952,1472085606964477952,jamroj2000,รักนะ,7,8,https://twitter.com/jamroj2000/status/1505352758895210497,[],[],0,,False,11,0,5,https://twitter.com/GiJOE2538/status/1505203008950652929,#ลุงตู่,,,,,,,[],,,,,politics
